,0,1,2,3,4,5
0,"seoulnationaluniversity,kr-laboratoryofhertzianspectroscopy,fr	laboratoryofhertzianspectroscopy,fr-myongjiuniversity,kr",,,,,
1,"seoulnationaluniversity,kr-northcarolinastateuniversity,us	northcarolinastateuniversity,us-dukeuniversity,us","northcarolinastateuniversity,us-dukeuniversity,us	dukeuniversity,us-koreainstituteforadvancedstudy,kr","dukeuniversity,us-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-myongjiuniversity,kr",,,
2,"universityofcalifornia,us-argonnenationallaboratory,us	argonnenationallaboratory,us-californiainstituteoftechnology,us","argonnenationallaboratory,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-myongjiuniversity,kr",,,,
3,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-myongjiuniversity,kr",,,,,
4,"sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-columbiauniversityinthecityofnewyork,us","sungkyunkwanuniversity,kr-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-sejonguniversity,kr",,,,
5,"northwesternuniversity,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-sejonguniversity,kr",,,,,
6,"columbiauniversityinthecityofnewyork,us-argonnenationallaboratory,us	argonnenationallaboratory,us-sejonguniversity,kr",,,,,
7,"pennsylvaniastateuniversity,us-princetonuniversity,us	princetonuniversity,us-sejonguniversity,kr",,,,,
8,"universityofflorida,us-universityofmaryland,us	universityofmaryland,us-maxplanckinstitutes,de","universityofmaryland,us-maxplanckinstitutes,de	maxplanckinstitutes,de-sejonguniversity,kr",,,,
9,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-sejonguniversity,kr",,,,,
10,"chonnamnationaluniversity,kr-universityofwindsor,ca	universityofwindsor,ca-sunchonnationaluniversity,kr",,,,,
11,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-tohokuuniversity,jp","seoulnationaluniversity,kr-tohokuuniversity,jp	tohokuuniversity,jp-universityofillinoisaturbana-champaign,us","tohokuuniversity,jp-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-soongsiluniversity,kr",,,
12,"seoulnationaluniversity,kr-universityofnotredame,us	universityofnotredame,us-koreauniversity,kr",,,,,
13,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-fominstituteamolf,nl","koreaadvancedinstituteofscienceandtechnology,kr-fominstituteamolf,nl	fominstituteamolf,nl-kavliinstituteofnanosciencedelft,nl","fominstituteamolf,nl-kavliinstituteofnanosciencedelft,nl	kavliinstituteofnanosciencedelft,nl-koreauniversity,kr",,,
14,"brandeisuniversity,us-brandeisuniversity,us	brandeisuniversity,us-universityofmaryland,us","brandeisuniversity,us-universityofmaryland,us	universityofmaryland,us-universityofcambridge,uk","universityofmaryland,us-universityofcambridge,uk	universityofcambridge,uk-kyungheeuniversity,kr",,,
15,"koreaadvancedinstituteofscienceandtechnology,kr-harvarduniversity,us	harvarduniversity,us-koreauniversity,kr",,,,,
16,"kyotouniversity,jp-osakauniversity,jp	osakauniversity,jp-pusannationaluniversity,kr",,,,,
17,"universityofcalifornia,us-universityofmaryland,us	universityofmaryland,us-koreauniversity,kr",,,,,
18,"universityofrochester,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kek,jp","seoulnationaluniversity,kr-kek,jp	kek,jp-seoulnationaluniversity,kr","kek,jp-seoulnationaluniversity,kr	seoulnationaluniversity,kr-harvarduniversity,us","seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-koreauniversity,kr",,
19,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-koreauniversity,kr",,,,,
20,"koreaadvancedinstituteofscienceandtechnology,kr-jila,us	jila,us-koreauniversity,kr",,,,,
21,"theuniversityoftexasataustin,us-princetonuniversity,us	princetonuniversity,us-koreauniversity,kr",,,,,
22,"theohiostateuniversity,us-yaleuniversity,us	yaleuniversity,us-universityofcalifornia,us","yaleuniversity,us-universityofcalifornia,us	universityofcalifornia,us-koreauniversity,kr",,,,
23,"universityofnotredame,us-universityofnotredame,us	universityofnotredame,us-koreauniversity,kr",,,,,
24,"cornelluniversity,us-stonybrookuniversity,us	stonybrookuniversity,us-weizmanninstituteofscience,il","stonybrookuniversity,us-weizmanninstituteofscience,il	weizmanninstituteofscience,il-koreaadvancedinstituteofscienceandtechnology,kr",,,,
25,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-theohiostateuniversity,us","seoulnationaluniversity,kr-theohiostateuniversity,us	theohiostateuniversity,us-koreauniversity,kr",,,,
26,"universityofpennsylvania,us-nationalinstituteofstandardsandtechnology,us	nationalinstituteofstandardsandtechnology,us-koreauniversity,kr",,,,,
27,"yaleuniversity,us-yaleuniversity,us	yaleuniversity,us-jointinstituteforlaboratoryastrophysics,us","yaleuniversity,us-jointinstituteforlaboratoryastrophysics,us	jointinstituteforlaboratoryastrophysics,us-koreauniversity,kr",,,,
28,"theohiostateuniversity,us-theohiostateuniversity,us	theohiostateuniversity,us-koreauniversity,kr",,,,,
29,"harvarduniversity,us-kyotouniversity,jp	kyotouniversity,jp-theuniversityoftokyo,jp",,,,,
30,"pohanguniversityofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofbasel,ch","seoulnationaluniversity,kr-universityofbasel,ch	universityofbasel,ch-koreauniversity,kr",,,,
31,"seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-sungkyunkwanuniversity,kr",,,,,
32,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-massachusettsinstituteoftechnology,us","seoulnationaluniversity,kr-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-koreauniversity,kr",,,,
33,"harvarduniversity,us-universityofwashington,us	universityofwashington,us-koreauniversity,kr",,,,,
34,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-koreauniversity,kr",,,,,
35,"pusannationaluniversity,kr-nationalresearchanddevelopment,jp	nationalresearchanddevelopment,jp-yeungnamuniversity,kr",,,,,
36,"yonseiuniversity,kr-moscowstateuniversity,ru	moscowstateuniversity,ru-yonseiuniversity,kr","moscowstateuniversity,ru-yonseiuniversity,kr	yonseiuniversity,kr-yeungnamuniversity,kr",,,,
37,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-losalamosnationallaboratory,us","universityofcalifornia,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-yeungnamuniversity,kr",,,,
38,"indianauniversitybloomington,us-universityofcincinnati,us	universityofcincinnati,us-koreauniversity,kr",,,,,
39,"koreauniversity,kr-universityofnottingham,uk	universityofnottingham,uk-inhauniversity,kr","universityofnottingham,uk-inhauniversity,kr	inhauniversity,kr-koreauniversity,kr","inhauniversity,kr-koreauniversity,kr	koreauniversity,kr-koreauniversity,kr",,,
40,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-koreauniversity,kr",,,,,
41,"yonseiuniversity,kr-hanyanguniversity,kr	hanyanguniversity,kr-universityofillinoisaturbana-champaign,us","hanyanguniversity,kr-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-sunmoonuniversity,kr",,,,
42,"koreaadvancedinstituteofscienceandtechnology,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-koreauniversity,kr",,,,,
43,"purdueuniversity,us-purdueuniversity,us	purdueuniversity,us-koreauniversity,kr",,,,,
44,"pohanguniversityofscienceandtechnology,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-koreauniversity,kr",,,,,
45,"soganguniversity,kr-johannesgutenberguniversitymainz,de	johannesgutenberguniversitymainz,de-koreauniversity,kr",,,,,
46,"northeasternuniversity,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-dankookuniversity,kr","losalamosnationallaboratory,us-dankookuniversity,kr	dankookuniversity,kr-dankookuniversity,kr",,,,
47,"dankookuniversity,kr-koreauniversity,kr	koreauniversity,kr-texasa&muniversity,us","koreauniversity,kr-texasa&muniversity,us	texasa&muniversity,us-dankookuniversity,kr",,,,
48,"koreaadvancedinstituteofscienceandtechnology,kr-theuniversityofarizona,us	theuniversityofarizona,us-dankookuniversity,kr",,,,,
49,"alabamaa&muniversity,us-alabamaa&muniversity,us	alabamaa&muniversity,us-koreaatomicenergyresearchinstitute,kr","alabamaa&muniversity,us-koreaatomicenergyresearchinstitute,kr	koreaatomicenergyresearchinstitute,kr-gwangjuinstituteofscienceandtechnology,kr","koreaatomicenergyresearchinstitute,kr-gwangjuinstituteofscienceandtechnology,kr	gwangjuinstituteofscienceandtechnology,kr-dankookuniversity,kr",,,
50,"seoulnationaluniversity,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pusannationaluniversity,kr",,,,
51,"koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-rutgersuniversity,us","pohanguniversityofscienceandtechnology,kr-rutgersuniversity,us	rutgersuniversity,us-universityofcalifornia,us","rutgersuniversity,us-universityofcalifornia,us	universityofcalifornia,us-theuniversityoftexasatdallas,us","universityofcalifornia,us-theuniversityoftexasatdallas,us	theuniversityoftexasatdallas,us-pusannationaluniversity,kr",,
52,"koreanationaluniversityofeducation,kr-koreaatomicenergyresearchinstitute,kr	koreaatomicenergyresearchinstitute,kr-pusannationaluniversity,kr",,,,,
53,"theuniversityofarizona,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-pusannationaluniversity,kr",,,,,
54,"seoulnationaluniversity,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-rutgersuniversity,us","seoulnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-pusannationaluniversity,kr",,,
55,"universityofgeorgia,us-universityofgeorgia,us	universityofgeorgia,us-pusannationaluniversity,kr",,,,,
56,"pohanguniversityofscienceandtechnology,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-pusannationaluniversity,kr",,,,,
57,"universityofmarburg,de-universityofmarburg,de	universityofmarburg,de-gsihelmholtzcentreforheavyionresearch,de","universityofmarburg,de-gsihelmholtzcentreforheavyionresearch,de	gsihelmholtzcentreforheavyionresearch,de-pusannationaluniversity,kr",,,,
58,"theuniversityoftexasataustin,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-centerfornanophasematerialssciences,us","oakridgenationallaboratory,us-centerfornanophasematerialssciences,us	centerfornanophasematerialssciences,us-pusannationaluniversity,kr",,,,
59,"seoulnationaluniversity,kr-stateuniversityofnewyork,us	stateuniversityofnewyork,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
60,"yonseiuniversity,kr-losalamosnationallaboratory,us	losalamosnationallaboratory,us-universityofcoloradoboulder,us","losalamosnationallaboratory,us-universityofcoloradoboulder,us	universityofcoloradoboulder,us-pusannationaluniversity,kr",,,,
61,"koreaadvancedinstituteofscienceandtechnology,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-tohokuuniversity,jp","koreainstituteforadvancedstudy,kr-tohokuuniversity,jp	tohokuuniversity,jp-deutscheselektronen-synchrotron,de","tohokuuniversity,jp-deutscheselektronen-synchrotron,de	deutscheselektronen-synchrotron,de-pusannationaluniversity,kr",,,
62,"koreauniversity,kr-universityofoxford,uk	universityofoxford,uk-pusannationaluniversity,kr",,,,,
63,"cornelluniversity,us-cornelluniversity,us	cornelluniversity,us-universityofdayton,us",,,,,
64,"universityofflorida,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-pusannationaluniversity,kr",,,,,
65,"universityofcentralflorida,us-universityofcalifornia,us	universityofcalifornia,us-pusannationaluniversity,kr",,,,,
66,"pohanguniversityofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-pusannationaluniversity,kr",,,,,
67,"yaleuniversity,us-virginiatech,us	virginiatech,us-seoulnationaluniversity,kr","virginiatech,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kyungheeuniversity,kr",,,,
68,"universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-kyungheeuniversity,kr",,,,,
69,"kyungheeuniversity,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-kyungheeuniversity,kr",,,,,
70,"osakauniversity,jp-instituteformolecularscience,jp	instituteformolecularscience,jp-japanadvancedinstituteofscienceandtechnology,jp","instituteformolecularscience,jp-japanadvancedinstituteofscienceandtechnology,jp	japanadvancedinstituteofscienceandtechnology,jp-kyungheeuniversity,kr",,,,
71,"seoulnationaluniversity,kr-queenmaryuniversityoflondon,uk	queenmaryuniversityoflondon,uk-maxplanckinstituteforgravitationalphysics,de","queenmaryuniversityoflondon,uk-maxplanckinstituteforgravitationalphysics,de	maxplanckinstituteforgravitationalphysics,de-kyungheeuniversity,kr",,,,
72,"northwesternuniversity,us-universityofrochester,us	universityofrochester,us-kyungheeuniversity,kr",,,,,
73,"michiganstateuniversity,us-michiganstateuniversity,us	michiganstateuniversity,us-lawrenceberkeleynationallaboratory,us","michiganstateuniversity,us-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-universityofminnesota-twincities,us","lawrenceberkeleynationallaboratory,us-universityofminnesota-twincities,us	universityofminnesota-twincities,us-universityofmassachusettslowell,us",,,
74,"universityofnotredame,us-constructoruniversity,de	constructoruniversity,de-kyungheeuniversity,kr",,,,,
75,"universityofcalifornia,us-argonnenationallaboratory,us	argonnenationallaboratory,us-kyungheeuniversity,kr",,,,,
76,"koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr","pohanguniversityofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pusannationaluniversity,kr",,,
77,"parisdiderotuniversity,fr-nationalinstitutefornuclearphysics,it	nationalinstitutefornuclearphysics,it-scuolanormalesuperioredipisa,it","nationalinstitutefornuclearphysics,it-scuolanormalesuperioredipisa,it	scuolanormalesuperioredipisa,it-parisdiderotuniversity,fr","scuolanormalesuperioredipisa,it-parisdiderotuniversity,fr	parisdiderotuniversity,fr-imperialcollegelondon,uk","parisdiderotuniversity,fr-imperialcollegelondon,uk	imperialcollegelondon,uk-seoulnationaluniversity,kr","imperialcollegelondon,uk-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kyungheeuniversity,kr",
78,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-korearesearchinstituteofstandardsandscience,kr","seoulnationaluniversity,kr-korearesearchinstituteofstandardsandscience,kr	korearesearchinstituteofstandardsandscience,kr-columbiauniversityinthecityofnewyork,us","korearesearchinstituteofstandardsandscience,kr-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-kyungheeuniversity,kr",,,
79,"sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-hanyanguniversity,kr","sungkyunkwanuniversity,kr-hanyanguniversity,kr	hanyanguniversity,kr-kyungheeuniversity,kr",,,,
80,"universityofchicago,us-universityofflorida,us	universityofflorida,us-sungkyunkwanuniversity,kr",,,,,
81,"seoulnationaluniversity,kr-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-kyungheeuniversity,kr","columbiauniversityinthecityofnewyork,us-kyungheeuniversity,kr	kyungheeuniversity,kr-nagoyauniversity,jp","kyungheeuniversity,kr-nagoyauniversity,jp	nagoyauniversity,jp-sungkyunkwanuniversity,kr",,,
82,"yaleuniversity,us-ferminationalacceleratorlaboratory
,us	ferminationalacceleratorlaboratory
,us-sungkyunkwanuniversity,kr",,,,,
83,"universityofwashington,us-asiapacificcenterfortheoreticalphysics,kr	asiapacificcenterfortheoreticalphysics,kr-universityofcalifornia,us","asiapacificcenterfortheoreticalphysics,kr-universityofcalifornia,us	universityofcalifornia,us-konkukuniversity,kr",,,,
84,"universityofillinoisaturbana-champaign,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-losalamosnationallaboratory,us","losalamosnationallaboratory,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-sungkyunkwanuniversity,kr",,,,
85,"pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us	universityofcalifornia,us-sungkyunkwanuniversity,kr",,,,,
86,"universityofflorida,us-universityofflorida,us	universityofflorida,us-mcmasteruniversity,ca","universityofflorida,us-mcmasteruniversity,ca	mcmasteruniversity,ca-universityofflorida,us","mcmasteruniversity,ca-universityofflorida,us	universityofflorida,us-pusannationaluniversity,kr",,,
87,"dukeuniversity,us-dukeuniversity,us	dukeuniversity,us-californiainstituteoftechnology,us","dukeuniversity,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-sungkyunkwanuniversity,kr",,,,
88,"purdueuniversity,us-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-sungkyunkwanuniversity,kr",,,,,
89,"theuniversityoftennessee,us-theuniversityoftennessee,us	theuniversityoftennessee,us-oakridgenationallaboratory,us","theuniversityoftennessee,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-oakridgenationallaboratory,us","oakridgenationallaboratory,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-sungkyunkwanuniversity,kr",,,
90,"seoulnationaluniversity,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-sungkyunkwanuniversity,kr",,,,,
91,"seoulnationaluniversity,kr-universityofpennsylvania,us	universityofpennsylvania,us-sungkyunkwanuniversity,kr",,,,,
92,"universityofglasgow,uk-stanforduniversity,us	stanforduniversity,us-sungkyunkwanuniversity,kr",,,,,
93,"rwthaachenuniversity,de-nationalhighmagneticfieldlaboratory,us	nationalhighmagneticfieldlaboratory,us-tohokuuniversity,jp","nationalhighmagneticfieldlaboratory,us-tohokuuniversity,jp	tohokuuniversity,jp-sungkyunkwanuniversity,kr",,,,
94,"koreaadvancedinstituteofscienceandtechnology,kr-king'scollegelondon,uk	king'scollegelondon,uk-andongnationaluniversity,kr",,,,,
95,"theuniversityofarizona,us-theuniversityofarizona,us	theuniversityofarizona,us-andongnationaluniversity,kr",,,,,
96,"koreaadvancedinstituteofscienceandtechnology,kr-korearesearchinstituteofstandardsandscience,kr	korearesearchinstituteofstandardsandscience,kr-andongnationaluniversity,kr",,,,,
97,"stateuniversityofnewyork,us-universityofgeorgia,us	universityofgeorgia,us-koreaastronomyandspacescienceinstitute,kr","universityofgeorgia,us-koreaastronomyandspacescienceinstitute,kr	koreaastronomyandspacescienceinstitute,kr-ulsannationalinstituteofscienceandtechnology,kr",,,,
98,"seoulnationaluniversity,kr-universityofstuttgart,de	universityofstuttgart,de-universityofflorence,it","universityofstuttgart,de-universityofflorence,it	universityofflorence,it-istitutonazionalediottica,it","universityofflorence,it-istitutonazionalediottica,it	istitutonazionalediottica,it-lens,it","istitutonazionalediottica,it-lens,it	lens,it-ulsannationalinstituteofscienceandtechnology,kr",,
99,"universityofcalifornia,us-oklahomastateuniversity,us	oklahomastateuniversity,us-at&tbelllaboratories,us","oklahomastateuniversity,us-at&tbelllaboratories,us	at&tbelllaboratories,us-oklahomastateuniversity,us","at&tbelllaboratories,us-oklahomastateuniversity,us	oklahomastateuniversity,us-seoulnationaluniversity,kr",,,
100,"columbiauniversityinthecityofnewyork,us-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-universityofreading,uk","columbiauniversityinthecityofnewyork,us-universityofreading,uk	universityofreading,uk-ulsannationalinstituteofscienceandtechnology,kr",,,,
101,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-universityofmaryland,us","koreaadvancedinstituteofscienceandtechnology,kr-universityofmaryland,us	universityofmaryland,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
102,"cornelluniversity,us-cornelluniversity,us	cornelluniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
103,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-lawrencelivermorenationallaboratory,us","universityofcalifornia,us-lawrencelivermorenationallaboratory,us	lawrencelivermorenationallaboratory,us-ulsannationalinstituteofscienceandtechnology,kr",,,
104,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofminnesota-twincities,us","seoulnationaluniversity,kr-universityofminnesota-twincities,us	universityofminnesota-twincities,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
105,"theuniversityoftexasataustin,us-fermilab,us	fermilab,us-princetonuniversity,us","fermilab,us-princetonuniversity,us	princetonuniversity,us-chungnamnationaluniversity,kr",,,,
106,"universityofpittsburgh,us-dukeuniversity,us	dukeuniversity,us-kansasstateuniversity,us","dukeuniversity,us-kansasstateuniversity,us	kansasstateuniversity,us-pusannationaluniversity,kr",,,,
107,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofminnesota-twincities,us","seoulnationaluniversity,kr-universityofminnesota-twincities,us	universityofminnesota-twincities,us-chungbuknationaluniversity,kr",,,,
108,"seoulnationaluniversity,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
109,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-rutgersuniversity,us","seoulnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
110,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofmichigan,us","seoulnationaluniversity,kr-universityofmichigan,us	universityofmichigan,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
111,"princetonuniversity,us-fermilab,us	fermilab,us-handongglobaluniversity,kr",,,,,
112,"koreaadvancedinstituteofscienceandtechnology,kr-universityofpennsylvania,us	universityofpennsylvania,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
113,"seoulnationaluniversity,kr-northwesternuniversity,us	northwesternuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
114,"universityofflorida,us-universityofbritishcolumbia,ca	universityofbritishcolumbia,ca-chonnamnationaluniversity,kr",,,,,
115,"seoulnationaluniversity,kr-freeuniversityofberlin,de	freeuniversityofberlin,de-yonseiuniversity,kr","freeuniversityofberlin,de-yonseiuniversity,kr	yonseiuniversity,kr-chonnamnationaluniversity,kr",,,,
116,"pohanguniversityofscienceandtechnology,kr-koreauniversity,kr	koreauniversity,kr-chonnamnationaluniversity,kr",,,,,
117,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-chonnamnationaluniversity,kr",,,,,
118,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-chonnamnationaluniversity,kr",,,,,
119,"seoulnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-pohanguniversityofscienceandtechnology,kr","rutgersuniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-chonnamnationaluniversity,kr",,,,
120,"universityoftoronto,ca-highenergyacceleratorresearchorganization,jp	highenergyacceleratorresearchorganization,jp-europeanorganizationfornuclearresearch,ch","highenergyacceleratorresearchorganization,jp-europeanorganizationfornuclearresearch,ch	europeanorganizationfornuclearresearch,ch-seoulnationaluniversity,kr","europeanorganizationfornuclearresearch,ch-seoulnationaluniversity,kr	seoulnationaluniversity,kr-chonnamnationaluniversity,kr",,,
121,"universityofnewmexico,us-universityofcalifornia,us	universityofcalifornia,us-arizonastateuniversity,us","universityofcalifornia,us-arizonastateuniversity,us	arizonastateuniversity,us-chonnamnationaluniversity,kr",,,,
122,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-chonnamnationaluniversity,kr",,,,,
123,"koreauniversity,kr-universityofillinoisatchicago,us	universityofillinoisatchicago,us-chonnamnationaluniversity,kr",,,,,
124,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofbonn,de","seoulnationaluniversity,kr-universityofbonn,de	universityofbonn,de-koreaadvancedinstituteofscienceandtechnology,kr","universityofbonn,de-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-chonnamnationaluniversity,kr",,,
125,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-institutjeanlamour,fr","seoulnationaluniversity,kr-institutjeanlamour,fr	institutjeanlamour,fr-lawrenceberkeleynationallab,us","institutjeanlamour,fr-lawrenceberkeleynationallab,us	lawrenceberkeleynationallab,us-chonnamnationaluniversity,kr",,,
126,"seoulnationaluniversity,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-columbiauniversityinthecityofnewyork,us","ewhawomansuniversity,kr-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-chonnamnationaluniversity,kr",,,,
127,"koreaadvancedinstituteofscienceandtechnology,kr-autonomousuniversityofmadrid,es	autonomousuniversityofmadrid,es-europeanorganizationfornuclearresearch,ch","autonomousuniversityofmadrid,es-europeanorganizationfornuclearresearch,ch	europeanorganizationfornuclearresearch,ch-koreainstituteforadvancedstudy,kr","europeanorganizationfornuclearresearch,ch-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-chonnamnationaluniversity,kr",,,
128,"pennsylvaniastateuniversity,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kunsannationaluniversity,kr",,,,,
129,"universityofminnesota-twincities,us-injeuniversity,kr	injeuniversity,kr-dongseouniversity,kr",,,,,
130,"columbiauniversityinthecityofnewyork,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kunsannationaluniversity,kr",,,,,
